"sobrenome","altura","peso","novo_imc"
"Simons",160,72,"Acima do peso"
"Simon",155,66,"Acima do peso"
"Simontacchi",185,74,""
"Simons",175,70,""
"Simon",188,71,""
"Simon",180,72,""
"Simon",170,70,""
"Simpson",180,76,""
"Simpson",176,76,""
"Simpson",190,73,""
"Simpson",180,73,""
"Simpson",175,75,""
"Simpson",NA,NA,NA
"Simpson",200,75,""
"Simpson",220,75,"Peso normal"
"Sims",197,74,""
"Sims",190,72,""
"Sims",225,74,"Peso normal"
"Sims",165,71,"Acima do peso"
"Sinatro",174,69,""
"Sinclair",190,74,""
"Sincock",165,70,"Acima do peso"
"Siner",185,70,""
"Singer",184,76,""
"Singer",215,77,"Peso normal"
"Singleton",195,74,""
"Singleton",170,73,"Acima do peso"
"Singleton",174,74,""
"Singleton",171,71,""
"Singleton",230,74,"Peso normal"
"Singleton",210,76,"Peso normal"
"Sington",215,74,"Peso normal"
"Sinkbeil",210,74,"Peso normal"
"Sipek",170,69,""
"Sipin",175,73,""
"Sipp",190,72,""
"Siri",175,74,""
"Sirotka",190,73,""
"Sisco",270,82,"Peso normal"
"Sisco",210,75,"Peso normal"
"Sisco",190,70,""
"Sisk",210,74,"Peso normal"
"Sisk",195,75,""
"Sisler",200,76,""
"Sisler",205,74,"Peso normal"
"Sisler",170,71,""
"Sisti",175,71,""
"Sittinger",200,73,"Peso normal"
"Sitton",170,70,""
"Sivess",195,75,""
"Siwy",200,76,""
"Sixsmith",140,69,"Acima do peso"
"Sizemore",205,74,"Peso normal"
"Sizemore",190,72,""
"Sizemore",165,70,"Acima do peso"
"Skaff",185,70,""
"Skaggs",200,74,"Peso normal"
"Skaggs",225,76,"Peso normal"
"Skalski",190,75,""
"Skaugstad",179,73,""
"Skeels",187,73,""
"Sketchley",180,70,""
"Skidmore",188,75,""
"Skiff",170,70,""
"Skinner",NA,NA,NA
"Skinner",190,76,""
"Skinner",165,71,"Acima do peso"
"Skinner",198,76,""
"Skipworth",230,76,"Peso normal"
"Skizas",175,71,""
"Skoglund",215,79,"Peso normal"
"Skok",190,72,""
"Skole",220,76,"Peso normal"
"Skopec",190,70,""
"Skowron",195,71,""
"Skrmetta",220,75,"Peso normal"
"Skubal",240,75,"Peso normal"
"Skube",180,72,""
"Sladen",NA,NA,NA
"Slade",160,70,"Acima do peso"
"Slagle",144,67,"Acima do peso"
"Slagle",175,70,""
"Slagle",190,75,""
"Slagle",165,72,"Acima do peso"
"Slama",195,75,""
"Slania",275,77,"Peso normal"
"Slapnicka",165,70,"Acima do peso"
"Slappey",170,76,"Acima do peso"
"Slater",204,73,"Peso normal"
"Slaten",215,77,"Peso normal"
"Slaton",185,72,""
"Slattery",191,74,""
"Slattery",210,74,"Peso normal"
"Slattery",160,71,"Acima do peso"
"Slaughter",165,71,"Acima do peso"
"Slaught",190,73,""
"Slaughter",180,69,""
"Slaughter",165,71,"Acima do peso"
"Slayback",200,76,""
"Slayback",165,68,""
"Slayton",163,72,"Acima do peso"
"Sleater",185,71,""
"Sledge",185,72,""
"Slegers",260,82,"Peso normal"
"Sloan",195,69,"Peso normal"
"Sloan",175,72,""
"Sloat",168,72,"Acima do peso"
"Slocum",215,74,"Peso normal"
"Slocumb",180,75,""
"Slocum",185,74,""
"Slowey",200,75,""
"Slusarski",195,76,""
"Smajstrla",165,69,"Acima do peso"
"Small",200,77,""
"Small",180,71,""
"Small",215,76,"Peso normal"
"Small",205,75,"Peso normal"
"Small",180,73,""
"Small",205,75,"Peso normal"
"Smalley",190,75,""
"Smalley",185,73,""
"Smallwood",190,74,""
"Smalley",NA,NA,NA
"Smart",185,74,""
"Smaza",175,71,""
"Smeltzer",195,75,""
"Smiley",140,68,"Acima do peso"
"Smiley",180,76,""
"Smith",NA,NA,NA
"Smith",NA,NA,NA
"Smith",170,72,""
"Smith",180,71,""
"Smith",189,72,""
"Smith",175,72,""
"Smith",164,69,"Acima do peso"
"Smith",NA,NA,NA
"Smith",178,71,""
"Smith",152,68,"Acima do peso"
"Smith",190,72,""
"Smith",185,74,""
"Smith",200,79,""
"Smith",220,74,"Peso normal"
"Smith",160,71,"Acima do peso"
"Smith",175,70,""
"Smith",190,73,""
"Smith",180,71,""
"Smith",185,72,""
"Smith",190,75,""
"Smith",200,74,"Peso normal"
"Smith",225,76,"Peso normal"
"Smith",185,71,""
"Smith",180,72,""
"Smith",170,72,""
"Smith",225,76,"Peso normal"
"Smith",175,73,""
"Smith",215,78,"Peso normal"
"Smith",207,72,"Peso normal"
"Smith-Njigba",230,72,"Peso normal"
"Smith",150,70,"Acima do peso"
"Smith",185,73,""
"Smith",165,68,""
"Smith",170,73,"Acima do peso"
"Smith",185,72,""
"Smith",185,73,""
"Smith",190,72,""
"Smith",220,75,"Peso normal"
"Smith",205,74,"Peso normal"
"Smith",200,76,""
"Smith",190,74,""
"Smith",170,70,""
"Smith",195,73,""
"Smith",190,73,""
"Smith",185,76,""
"Smith",190,77,""
"Smith",210,75,"Peso normal"
"Smith",160,68,"Acima do peso"
"Smith",205,74,"Peso normal"
"Smith",200,77,""
"Smith",168,70,""
"Smith",222,72,"Peso normal"
"Smith",192,73,""
"Smith",175,71,""
"Smith",210,72,"Peso normal"
"Smith",170,71,""
"Smith",180,70,""
"Smith",185,72,""
"Smith",160,70,"Acima do peso"
"Smith",200,72,"Peso normal"
"Smith",170,71,""
"Smith",174,70,""
"Smith",NA,NA,NA
"Smith",178,71,""
"Smith",165,70,"Acima do peso"
"Smith",155,68,"Acima do peso"
"Smith",175,70,""
"Smith",156,71,"Acima do peso"
"Smith",194,70,""
"Smith",186,72,""
"Smith",185,71,""
"Smith",195,75,""
"Smith",175,72,""
"Smith",163,74,"Acima do peso"
"Smith",175,73,""
"Smith",170,70,""
"Smith",170,71,""
"Smith",190,73,""
"Smith",175,72,""
"Smith",160,68,"Acima do peso"
"Smith",165,68,""
"Smith",185,72,""
"Smith",160,69,"Acima do peso"
"Smith",180,70,""
"Smith",195,75,""
"Smith",195,72,""
"Smith",186,70,""
"Smith",160,69,"Acima do peso"
"Smith",180,74,""
"Smith",200,77,""
"Smith",NA,69,NA
"Smith",165,68,""
"Smith",185,72,""
"Smith",195,75,""
"Smith",190,76,""
"Smith",152,69,"Acima do peso"
"Smith",185,75,""
"Smith",NA,NA,NA
"Smith",210,71,"Peso normal"
"Smith",170,67,""
"Smith",180,73,""
"Smith",211,74,"Peso normal"
"Smith",220,75,"Peso normal"
"Smith",210,74,"Peso normal"
"Smith",200,75,""
"Smith",172,70,""
"Smith",185,72,""
"Smith",178,69,""
"Smith",195,73,""
"Smith",175,73,""
"Smith",230,76,"Peso normal"
"Smith",190,72,""
"Smith",160,69,"Acima do peso"
"Smith",165,70,"Acima do peso"
"Smith",142,66,"Acima do peso"
"Smith",220,77,"Peso normal"
"Smith",170,69,""
"Smith",183,72,""
"Smith",215,74,"Peso normal"
"Smith",205,75,"Peso normal"
"Smith",225,77,"Peso normal"
"Smith",170,69,""
"Smith",170,71,""
"Smith",165,70,"Acima do peso"
"Smithson",215,80,"Peso normal"
"Smith",175,72,""
"Smith",180,75,""
"Smith",205,71,"Peso normal"
"Smith",210,75,"Peso normal"
"Smith",170,71,""
"Smith",165,66,""
"Smith",150,71,"Acima do peso"
"Smith",190,73,""
"Smith",195,72,""
"Smith",165,68,""
"Smith",208,74,"Peso normal"
"Smith",190,74,""
"Smith",185,74,""
"Smith",161,66,"Acima do peso"
"Smith",170,71,""
"Smith",176,73,""
"Smith",185,73,""
"Smith",190,70,""
"Smith",165,71,"Acima do peso"
"Smith",165,68,""
"Smith",165,67,""
"Smith",185,70,""
"Smith",180,72,""
"Smith",207,73,"Peso normal"
"Smith",200,75,""
"Smithberg",205,75,"Peso normal"
"Smith",235,78,"Peso normal"
"Smith",165,68,""
"Smith",210,75,"Peso normal"
"Smith",170,73,"Acima do peso"
"Smith",170,74,"Acima do peso"
"Smith",145,66,"Acima do peso"
"Smitherman",230,76,"Peso normal"
"Smith",190,70,""
"Smith",141,68,"Acima do peso"
"Smith",165,67,""
"Smith",150,69,"Acima do peso"
"Smith",210,76,"Peso normal"
"Smith",170,70,""
"Smith",195,72,""
"Smith",176,73,""
"Smith",180,71,""
"Smith",165,70,"Acima do peso"
"Smith",182,72,""
"Smith",250,78,"Peso normal"
"Smith",255,77,"Peso normal"
"Smith",195,70,"Peso normal"
"Smith",185,74,""
"Smoak",220,76,"Peso normal"
"Smoker",232,73,"Peso normal"
"Smolinski",210,71,"Peso normal"
"Smoll",175,70,""
"Smoltz",210,75,"Peso normal"
"Smoot",180,70,""
"Smoyer",NA,66,NA
"Smykal",150,67,"Acima do peso"
"Smyly",190,74,""
"Smyres",175,71,""
"Smythe",179,70,""
"Smyth",152,69,"Acima do peso"
"Smyth",220,73,"Peso normal"
"Snare",190,72,""
"Snead",175,70,""
"Snead",218,73,"Peso normal"
"Sneed",213,76,"Peso normal"
"Sneed",160,68,"Acima do peso"
"Snell",225,76,"Peso normal"
"Snell",160,71,"Acima do peso"
"Snelling",165,70,"Acima do peso"
"Snell",200,71,"Peso normal"
"Snell",190,76,""
"Snell",170,70,""
"Snelten",240,78,"Peso normal"
"Snider",195,76,""
"Snider",179,72,""
"Snider",230,72,"Peso normal"
"Snider",185,75,""
"Snipes",185,72,""
"Snitker",190,73,""
"Snodgrass",165,70,"Acima do peso"
"Snodgrass",175,71,""
"Snodgress",235,78,"Peso normal"
"Snook",180,74,""
"Snopek",180,73,""
"Snover",200,72,"Peso normal"
"Snow",NA,NA,NA
"Snow",200,74,"Peso normal"
"Snyder",165,72,"Acima do peso"
"Snyder",NA,NA,NA
"Snyder",185,75,""
"Snyder",220,75,"Peso normal"
"Snyder",215,74,"Peso normal"
"Snyder",150,68,"Acima do peso"
"Snyder",235,76,"Peso normal"
"Snyder",NA,NA,NA
"Snyder",180,75,""
"Snyder",175,76,""
"Snyder",207,72,"Peso normal"
"Snyder",185,74,""
"Snyder",NA,NA,NA
"Snyder",175,71,""
"Snyder",168,69,""
"Snyder",170,72,""
"Snyder",130,67,"Acima do peso"
"Snyder",185,73,""
"Snyder",NA,NA,NA
"Snyder",185,75,""
"Snyder",230,80,"Peso normal"
"Snyder",190,76,""
"Snyder",184,71,""
"Snyder",175,70,""
"Snyder",190,73,""
"Sobkowiak",230,77,"Peso normal"
"Sobotka",225,79,"Peso normal"
"Sockalexis",185,71,""
"Socolovich",205,73,"Peso normal"
"Sodd",210,74,"Peso normal"
"Soderholm",187,71,""
"Soderstrom",215,75,"Peso normal"
"Sodowsky",180,75,""
"Soff",185,72,""
"Sofield",195,73,""
"Sogard",180,70,""
"Sojo",172,71,""
"Solaita",210,72,"Peso normal"
"Solak",185,71,""
"Solano",210,68,"Peso normal"
"Solano",214,69,"Peso normal"
"Solano",160,73,"Acima do peso"
"Solarte",220,71,"Peso normal"
"Soler",240,73,"Peso normal"
"Soler",235,76,"Peso normal"
"Solis",200,72,"Peso normal"
"Solis",185,73,""
"Solis",251,77,"Peso normal"
"Solomon",185,74,""
"Solomon",200,74,"Peso normal"
"Solomon",180,69,""
"Solomon",211,76,"Peso normal"
"Solters",190,72,""
"Somerville",158,67,"Acima do peso"
"Somerlott",160,72,"Acima do peso"
"Sommerville",NA,NA,NA
"Sommers",180,72,""
"Sommer",165,71,"Acima do peso"
"Sommers",181,71,""
"Sommers",165,71,"Acima do peso"
"Somsen",190,72,""
"Songer",165,72,"Acima do peso"
"Sonnanstine",190,75,""
"Sorensen",200,74,"Peso normal"
"Sorensen",190,72,""
"Soriano",195,73,""
"Soria",205,75,"Peso normal"
"Soriano",230,76,"Peso normal"
"Soroka",225,77,"Peso normal"
"Sorrell",190,72,""
"Sorrells",155,69,"Acima do peso"
"Sorrento",195,74,""
"Sorrell",180,70,""
"Sosa",210,72,"Peso normal"
"Sosa",186,74,""
"Sosa",210,73,"Peso normal"
"Sosa",158,71,"Acima do peso"
"Sosa",220,74,"Peso normal"
"Sosa",175,73,""
"Sosa",180,72,""
"Sosa",165,72,"Acima do peso"
"Sothern",175,71,""
"Sothoron",182,71,""
"Soto",160,69,"Acima do peso"
"Soto",225,73,"Peso normal"
"Soto",210,74,"Peso normal"
"Soto",234,73,"Peso normal"
"Soto",224,74,"Peso normal"
"Soto",160,72,"Acima do peso"
"Soto",174,72,""
"Soto",210,73,"Peso normal"
"Souchock",203,74,"Peso normal"
"Sousa",220,75,"Peso normal"
"Southworth",170,69,""
"Southworth",205,74,"Peso normal"
"Southwick",180,72,""
"Souza",180,72,""
"Souza",225,76,"Peso normal"
"Sowders",155,72,"Acima do peso"
"Sowders",150,72,"Acima do peso"
"Sowders",172,71,""
"Sowers",180,73,""
"Spade",190,70,""
"Spahn",172,72,""
"Spalding",170,73,"Acima do peso"
"Spalding",185,71,""
"Span",210,72,"Peso normal"
"Spangler",175,72,""
"Spangenberg",195,72,""
"Spanswick",195,75,""
"Sparkman",215,74,"Peso normal"
"Sparks",210,75,"Peso normal"
"Sparks",187,72,""
"Sparks",210,76,"Peso normal"
"Sparks",160,70,"Acima do peso"
"Sparma",190,73,""
"Speake",178,73,""
"Speaker",193,71,""
"Spears",180,71,""
"Speck",195,76,""
"Speece",170,71,""
"Speed",180,73,""
"Speer",180,72,""
"Speer",152,69,"Acima do peso"
"Spehr",205,74,"Peso normal"
"Speier",175,73,""
"Speier",200,71,"Peso normal"
"Speier",200,76,""
"Speier",210,79,"Peso normal"
"Speigner",175,71,""
"Spencer",NA,NA,NA
"Spencer",160,68,"Acima do peso"
"Spence",215,76,"Peso normal"
"Spencer",180,72,""
"Spencer",185,74,""
"Spencer",215,73,"Peso normal"
"Spencer",155,71,"Acima do peso"
"Spencer",172,67,""
"Spence",NA,NA,NA
"Spencer",195,74,""
"Spence",195,74,""
"Spencer",168,70,""
"Spencer",185,71,""
"Spencer",210,71,"Peso normal"
"Spence",180,70,""
"Spencer",195,76,""
"Spencer",170,72,""
"Spencer",215,70,"Peso normal"
"Spencer",165,67,""
"Speraw",145,68,"Acima do peso"
"Sperber",175,71,""
"Sperring",185,73,""
"Sperry",164,70,"Acima do peso"
"Spicer",173,70,""
"Spiers",190,74,""
"Spies",170,71,""
"Spiezio",180,71,""
"Spiezio",195,74,""
"Spikes",215,75,"Peso normal"
"Spilborghs",200,73,"Peso normal"
"Spillner",190,73,""
"Spilman",180,73,""
"Spindel",185,72,""
"Spinks",183,73,""
"Spitzbarth",215,73,"Peso normal"
"Spivey",185,72,""
"Splittorff",205,75,"Peso normal"
"Spognardi",160,69,"Acima do peso"
"Spohrer",175,70,""
"Spoljaric",205,75,"Peso normal"
"Spongberg",208,74,"Peso normal"
"Spooner",185,72,""
"Spooneybarger",190,75,""
"Spotts",175,70,""
"Spradlin",230,79,"Peso normal"
"Sprague",150,71,"Acima do peso"
"Sprague",195,76,""
"Sprague",215,74,"Peso normal"
"Spragins",190,73,""
"Spratt",175,68,""
"Spriggs",175,71,""
"Springer",155,72,"Acima do peso"
"Springer",185,70,""
"Springer",187,74,""
"Springer",220,75,"Peso normal"
"Spring",175,73,""
"Springs",218,75,"Peso normal"
"Sprinz",185,71,""
"Springer",195,76,""
"Springer",190,72,""
"Sprout",165,72,"Acima do peso"
"Sproull",185,75,""
"Sprowl",190,74,""
"Spruill",200,77,""
"Spurgeon",160,71,"Acima do peso"
"Spurgeon",211,78,"Peso normal"
"Spurling",240,78,"Peso normal"
"Spurney",173,68,""
"Squires",185,71,""
"Stablein",185,76,""
"Stack",175,72,""
"Staehle",165,70,"Acima do peso"
"Stafford",188,73,""
"Stafford",NA,NA,NA
"Stafford",165,68,""
"Stafford",160,67,"Acima do peso"
"Stafford",170,70,""
"Staggs",150,69,"Acima do peso"
"Stahl",160,70,"Acima do peso"
"Stahl",195,74,""
"Stahl",175,72,""
"Stahoviak",210,77,"Peso normal"
"Staiger",195,72,""
"Stainback",175,71,""
"Stairs",200,69,"Peso normal"
"Staley",167,68,""
"Staley",195,72,""
"Staley",175,70,""
"Stallings",187,73,""
"Staller",190,71,""
"Stallings",225,77,"Peso normal"
"Stallard",204,77,""
"Stallcup",185,75,""
"Stamets",183,72,""
"Stammen",228,74,"Peso normal"
"Stanage",190,71,""
"Stanceu",190,74,""
"Standridge",240,75,"Peso normal"
"Standaert",168,70,""
"Standridge",165,70,"Acima do peso"
"Stanek",190,71,""
"Stanek",226,76,"Peso normal"
"Stanford",200,74,"Peso normal"
"Stanfield",190,72,""
"Stange",235,75,"Peso normal"
"Stange",170,70,""
"Stanhouse",185,74,""
"Stanicek",175,71,""
"Stanifer",205,75,"Peso normal"
"Stanicek",190,72,""
"Stankiewicz",165,69,"Acima do peso"
"Stanky",170,68,""
"Stanka",201,78,""
"Stankard",190,72,""
"Stanley",210,76,"Peso normal"
"Stanley",160,70,"Acima do peso"
"Stanley",190,70,""
"Stanley",165,70,"Acima do peso"
"Stanley",148,66,"Acima do peso"
"Stanley",NA,NA,NA
"Stanley",150,69,"Acima do peso"
"Stanley",185,73,""
"Stanley",185,73,""
"Stansberry",185,72,""
"Stansbury",165,69,"Acima do peso"
"Stanton",150,70,"Acima do peso"
"Stein",NA,NA,NA
"Stanton",195,73,""
"Stanton",205,74,"Peso normal"
"Stanton",190,73,""
"Stanton",245,78,"Peso normal"
"Stanton",175,70,""
"Stapleton",178,73,""
"Stapleton",185,73,""
"Stabell",NA,71,NA
"Stargell",188,74,""
"Starkel",200,72,"Peso normal"
"Stark",210,74,"Peso normal"
"Stark",160,69,"Acima do peso"
"Stark",225,76,"Peso normal"
"Starling",220,76,"Peso normal"
"Starnagle",175,71,""
"Starr",175,73,""
"Starr",165,70,"Acima do peso"
"Starr",190,75,""
"Starrette",175,72,""
"Starr",178,73,""
"Start",165,69,"Acima do peso"
"Stashak",180,74,""
"Stassi",190,73,""
"Stassi",200,70,"Peso normal"
"Staton",215,77,"Peso normal"
"Staton",175,75,""
"Statz",150,67,"Acima do peso"
"Staub",190,74,""
"Stauffer",185,71,""
"Stauffer",215,73,"Peso normal"
"Staumont",200,75,""
"Stavinoha",240,74,"Peso normal"
"St. Claire",219,73,"Peso normal"
"St. Claire",180,75,""
"Stearns",NA,NA,NA
"Stearns",185,73,""
"Stearns",185,72,""
"Stearnes",175,71,""
"Stecher",NA,NA,NA
"Stechschulte",210,77,"Peso normal"
"Steckenrider",235,76,"Peso normal"
"Stedronsky",NA,NA,NA
"Steele",200,71,"Peso normal"
"Steele",175,70,""
"Steele",200,71,"Peso normal"
"Steelman",NA,71,NA
"Steels",185,70,""
"Steele",205,74,"Peso normal"
"Steen",180,72,""
"Steenstra",220,77,"Peso normal"
"Steengrafe",170,72,""
"Steere",NA,NA,NA
"Steer",185,71,""
"Steevens",175,74,""
"Stefanic",180,70,""
"Stefero",185,68,""
"Stegman",190,71,""
"Steiner",165,71,"Acima do peso"
"Steinecke",175,68,""
"Stein",170,70,""
"Stein",210,79,"Peso normal"
"Stein",170,71,""
"Steinbrenner",155,68,"Acima do peso"
"Steinfeldt",180,69,""
"Steinbacher",180,71,""
"Stein",170,74,"Acima do peso"
"Stein",180,71,""
"Steineder",160,72,"Acima do peso"
"Stein",210,76,"Peso normal"
"Steiner",185,72,""
"Steinbach",195,73,""
"Steirer",200,76,""
"Stellberger",170,67,""
"Stellbauer",175,70,""
"Stelmaszek",195,73,""
"Stember",220,77,"Peso normal"
"Stem",160,74,"Acima do peso"
"Stemle",200,76,""
"Stemmyer",190,74,""
"Stengel",175,71,""
"Stenhouse",195,72,""
"Stenhouse",195,73,""
"Stennett",160,71,"Acima do peso"
"Stenson",230,73,"Peso normal"
"Stenzel",168,70,""
"Stephens",170,70,""
"Stephenson",165,72,"Acima do peso"
"Stephens",175,76,""
"Stephen",205,76,"Peso normal"
"Stephens",NA,NA,NA
"Stephenson",180,71,""
"Stephenson",175,75,""
"Stephenson",195,76,""
"Stephens",175,75,""
"Stephens",220,74,"Peso normal"
"Stephenson",185,74,""
"Stephens",157,66,"Acima do peso"
"Stephenson",185,74,""
"Stephenson",180,71,""
"Stephens",200,73,"Peso normal"
"Stephenson",195,73,""
"Stephens",190,72,""
"Stephenson",185,70,""
"Stephenson",205,75,"Peso normal"
"Stephan",225,77,"Peso normal"
"Stephenson",225,76,"Peso normal"
"Stephens",185,70,""
"Stephenson",180,72,""
"Sterling",NA,NA,NA
"Sterling",195,74,""
"Stern",190,71,""
"Sterrett",165,71,"Acima do peso"
"Stetter",215,77,"Peso normal"
"Stevenson",191,72,""
"Stevens",149,68,"Acima do peso"
"Stevenson",175,70,""
"Stevens",180,73,""
"Stevens",210,75,"Peso normal"
"Stevens",190,73,""
"Stevens",205,74,"Peso normal"
"Stevens",180,71,""
"Stevens",205,76,"Peso normal"
"Stevens",219,77,"Peso normal"
"Stevens",NA,NA,NA
"Steverson",194,74,""
"Stewart",176,70,""
"Stewart",205,71,"Peso normal"
"Stewart",200,71,"Peso normal"
"Stewart",220,75,"Peso normal"
"Stewart",160,71,"Acima do peso"
"Stewart",154,72,"Acima do peso"
"Stewart",215,76,"Peso normal"
"Stewart",220,72,"Peso normal"
"Stewart",200,74,"Peso normal"
"Stewart",210,72,"Peso normal"
"Stewart",180,73,""
"Stewart",175,72,""
"Stewart",225,75,"Peso normal"
"Stewart",165,72,"Acima do peso"
"Stewart",175,71,""
"Stewart",200,75,""
"Stewart",200,75,""
"Stewart",160,70,"Acima do peso"
"Stewart",180,73,""
"Stewart",167,72,"Acima do peso"
"Stewart",195,73,""
"Stewart",200,75,""
"Stewart",225,74,"Peso normal"
"Stewart",175,72,""
"Stewart",160,69,"Acima do peso"
"Stewart",167,70,"Acima do peso"
"Stewart",205,74,"Peso normal"
"Stidham",180,72,""
"Stieb",185,72,""
"Stiely",170,68,""
"Stiever",210,74,"Peso normal"
"Stigman",200,75,""
"Stiles",180,73,""
"Stillwell",165,71,"Acima do peso"
"Stillwell",165,71,"Acima do peso"
"Stillman",180,71,""
"Stimac",185,74,""
"Stimmel",175,72,""
"Stimson",190,77,""
"Stein",NA,NA,NA
"Stine",185,71,""
"Stinnett",195,71,""
"Stinson",180,71,""
"Stinson",210,76,"Peso normal"
"Stires",180,68,""
"Stirnweiss",175,68,""
"Stites",205,71,"Peso normal"
"Stivetts",185,74,""
"St. John",205,73,"Peso normal"
"Stobbs",185,73,""
"Stocker",178,72,""
"Stockwell",165,71,"Acima do peso"
"Stocker",156,69,"Acima do peso"
"Stock",154,68,"Acima do peso"
"Stocksdale",180,70,""
"Stockman",240,80,"Peso normal"
"Stock",214,73,"Peso normal"
"Stock",188,74,""
"Stoddard",NA,NA,NA
"Stoddard",190,73,""
"Stoddard",230,79,"Peso normal"
"Stokes",175,69,""
"Stokes",155,70,"Acima do peso"
"Stokes",210,73,"Peso normal"
"Stokes",205,69,"Peso normal"
"Stone",180,72,""
"Stoneman",170,70,""
"Stone",205,76,"Peso normal"
"Stone",153,69,"Acima do peso"
"Stone",170,73,"Acima do peso"
"Stone",175,69,""
"Stone",205,75,"Peso normal"
"Stone",190,71,""
"Stone",175,72,""
"Stone",178,73,""
"Stoneham",168,69,""
"Stoner",180,69,""
"Stone",170,73,"Acima do peso"
"Stone",200,72,"Peso normal"
"Stone",185,74,""
"Stone",175,70,""
"Stone",145,68,"Acima do peso"
"Stoner",215,74,"Peso normal"
"Stoops",180,74,""
"Storen",200,73,"Peso normal"
"Storey",185,73,""
"Storie",175,70,""
"Storke",NA,73,NA
"Storti",165,71,"Acima do peso"
"Story",213,74,"Peso normal"
"Stott",200,75,""
"Stottlemyre",178,73,""
"Stottlemyre",190,72,""
"Stottlemyre",195,75,""
"Stouch",165,74,"Acima do peso"
"Stout",167,70,"Acima do peso"
"Stout",205,75,"Peso normal"
"Stovall",185,73,""
"Stovall",180,74,""
"Stovall",175,72,""
"Stovey",175,71,""
"Stoviak",195,73,""
"Stowers",195,75,""
"Stowe",170,72,""
"Stowers",200,75,""
"St. Pierre",175,72,""
"Strahs",192,72,""
"Strahm",190,74,""
"Strahler",180,76,""
"Straily",220,74,"Peso normal"
"Strain",169,70,""
"Straker",193,73,""
"Strampe",185,73,""
"Strange",162,69,"Acima do peso"
"Strange",170,74,"Acima do peso"
"Strands",165,70,"Acima do peso"
"Strand",190,72,""
"Strange",243,77,"Peso normal"
"Strang",160,68,"Acima do peso"
"Strasburg",239,77,"Peso normal"
"Stratton",NA,NA,NA
"Stratton",205,74,"Peso normal"
"Stratton",NA,NA,NA
"Stratton",180,77,""
"Stratton",180,72,""
"Straub",160,70,"Acima do peso"
"Strauss",175,69,""
"Strausborger",185,72,""
"Strawberry",190,78,""
"Straw",178,70,""
"Street",180,71,""
"Street",205,72,"Peso normal"
"Streit",190,77,""
"Strelecki",180,71,""
"Stremmel",175,72,""
"Streuli",195,74,""
"Strickland",170,74,"Acima do peso"
"Stricker",138,63,"Acima do peso"
"Stricklett",140,66,"Acima do peso"
"Strickland",175,73,""
"Strickland",225,75,"Peso normal"
"Strickland",175,72,""
"Strick",NA,NA,NA
"Strickland",180,71,""
"Strider",195,72,""
"Strief",172,67,""
"Striker",200,74,"Peso normal"
"Strike",NA,NA,NA
"Stringer",173,71,""
"Strincevich",180,73,""
"Stripp",175,71,""
"Stripling",215,73,"Peso normal"
"Strittmatter",200,73,"Peso normal"
"Strobel",160,72,"Acima do peso"
"Strohmayer",181,73,""
"Strom",189,75,""
"Stromme",170,71,""
"Stroman",180,67,""
"Strong",180,70,""
"Stroner",175,70,""
"Strong",200,72,"Peso normal"
"Strop",220,73,"Peso normal"
"Stroud",180,71,""
"Stroud",160,72,"Acima do peso"
"Stroughter",190,74,""
"Strunk",175,71,""
"Struss",163,71,"Acima do peso"
"Strueve",NA,NA,NA
"Stryker",180,71,""
"Strzelecki",195,74,""
"Stuart",170,71,""
"Stuart",212,76,"Peso normal"
"Stuart",170,71,""
"Stuart",165,68,""
"Stuart",185,74,""
"Stubbs",205,76,"Peso normal"
"Stubbs",215,74,"Peso normal"
"Stubbs",170,70,""
"Stubing",220,75,"Peso normal"
"Studley",180,67,""
"Stueland",174,73,""
"Stuffel",185,74,""
"Stull",200,75,""
